____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;2.15 ran at Fri Jul  7 16:12:56 2023

Kernel Version;Linux version 5.15.114-2-MANJARO
System Name;Dell Inc.0KP0FT
CPU Information;8 Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz
OS Information;Manjaro Linux

Target: 1 units/s;System:  1916.8 wakeup/s;CPU:  129.7% usage;GPU: 0 ops/s;GFX: 0 wakeups/s;VFS: 0 ops/s;

____________________________________________________________________
 *  *  *   Top 10 Power Consumers   *  *  *

Usage;Events/s;Category;Description
  2.3%;946.2;Timer;tick_sched_timer
 47.8%; 39.6;kWork;intel_atomic_commit_work
  0.9%;194.5;Timer;hrtimer_wakeup
 20.0%; 88.3;Process;[PID 75808] /opt/google/chrome-unstable/chrome --type=renderer --crashpad-handler-pid=39082 --enable-crash-reporter=c18b404e-4a
100.0%;;Device;Audio codec hwC0D2: Intel
  0.3%; 72.0;kWork;engine_retire
  0.7%; 66.1;Interrupt;[0] HI_SOFTIRQ
  0.1%; 64.6;Timer;intel_uncore_fw_release_timer
  6.0%; 24.8;Process;[PID 2654] /usr/bin/gnome-shell 
  9.4%;  7.1;Process;[PID 39118] /opt/google/chrome-unstable/chrome --type=gpu-process --crashpad-handler-pid=39082 --enable-crash-reporter=c18b404e

____________________________________________________________________
 *  *  *   Processor Idle State Report   *  *  *

Package;0
C2 (pc2);  0.7%
C3 (pc3);  0.2%
C6 (pc6);  0.0%
C7 (pc7);  0.0%
C8 (pc8);  0.0%
C9 (pc9);  0.0%
C10 (pc10);  0.0%
;
;
;

;Core 0
C3 (cc3);  1.4%
C6 (cc6); 13.2%
C7 (cc7); 16.0%
;Core 1
C3 (cc3);  1.2%
C6 (cc6); 12.0%
C7 (cc7); 20.0%
;Core 2
C3 (cc3);  1.7%
C6 (cc6); 17.5%
C7 (cc7); 11.2%
;Core 3
C3 (cc3);  1.0%
C6 (cc6); 11.2%
C7 (cc7); 19.6%
;GPU 1919894304
Powered On; 76.8%
RC6; 23.2%
RC6p;  0.0%
RC6pp;  0.0%

CPU;0;CPU;4
C0 active; 19.5%; 20.1%;
POLL;  0.0%;   0.0 ms;  0.0%;   0.0 ms
C1;  2.8%;   0.4 ms;  2.4%;   0.3 ms
;
C3;  1.4%;   0.2 ms;  1.7%;   0.2 ms
C6; 12.8%;   0.4 ms; 16.3%;   0.5 ms
C7s;  0.0%;   0.7 ms;  0.0%;   0.6 ms
C8; 31.1%;   0.8 ms; 30.7%;   0.9 ms
C9;  0.0%;   0.0 ms;  0.0%;   0.0 ms
;
C10;  5.4%;   1.0 ms;  1.0%;   1.1 ms
C1E;  4.2%;   0.3 ms;  4.8%;   0.3 ms
CPU;1;CPU;5
C0 active; 18.3%; 18.3%;
POLL;  0.0%;   0.0 ms;  0.0%;   0.1 ms
C1;  3.2%;   0.4 ms;  2.9%;   0.3 ms
;
C3;  1.2%;   0.2 ms;  1.3%;   0.2 ms
C6; 12.1%;   0.4 ms; 12.6%;   0.4 ms
C7s;  0.0%;   0.0 ms;  0.0%;   0.0 ms
C8; 32.2%;   0.8 ms; 31.9%;   0.8 ms
C9;  0.0%;   0.1 ms;  0.0%;   0.2 ms
;
C10;  7.2%;   1.1 ms;  7.4%;   1.2 ms
C1E;  4.3%;   0.3 ms;  4.0%;   0.3 ms
CPU;2;CPU;6
C0 active; 19.0%; 20.4%;
POLL;  0.0%;   0.1 ms;  0.0%;   0.0 ms
C1;  2.5%;   0.4 ms;  2.2%;   0.3 ms
;
C3;  1.2%;   0.2 ms;  2.4%;   0.2 ms
C6; 12.2%;   0.4 ms; 24.1%;   0.5 ms
C7s;  0.0%;   0.0 ms;  0.0%;   0.0 ms
C8; 32.3%;   0.9 ms; 21.8%;   0.7 ms
C9;  0.1%;   1.3 ms;  0.2%;   1.5 ms
;
C10;  6.8%;   1.2 ms;  0.9%;   1.0 ms
C1E;  3.6%;   0.3 ms;  4.0%;   0.2 ms
CPU;3;CPU;7
C0 active; 19.0%; 19.1%;
POLL;  0.0%;   0.0 ms;  0.0%;   0.0 ms
C1;  2.3%;   0.4 ms;  2.7%;   0.4 ms
;
C3;  1.1%;   0.2 ms;  1.3%;   0.2 ms
C6; 10.8%;   0.4 ms; 11.8%;   0.4 ms
C7s;  0.0%;   0.1 ms;  0.0%;   0.1 ms
C8; 31.3%;   0.8 ms; 28.3%;   0.8 ms
C9;  0.0%;   0.5 ms;  0.1%;   0.8 ms
;
C10;  8.5%;   1.2 ms; 10.2%;   1.4 ms
